part_number,model,light_type,buzzer,voltage,color,mount,ip,db,ma,weight,size,pdf_page,description,source_url,source_page,source_title,category_name,row_no,data_model,data_voltage,data_color,data_ip,data_pl_id,search_text,validation_status
QAT80LF-3-12/24-RAG-LW24,Đèn tháp tiêu chuẩn/IP65,Flashing,3,DC12V-24V,RAG,LW24,Pole,,,IP65,CE,QAT80LF-3-12/24-RAG-LW24,P40,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,125,QAT80LF,DC12V-24V,RAG,IP65,,pl007 đèn tháp tiêu chuẩn/ip65 qat80l led steady/flashing qat80lf qat80lf-3-12/24-rag-lw24 flashing 3 dc12v-24v rag lw24 pole đèn tháp led 80mm ip65 flashing qat80lf-3-12/24-rag-lw24 p40 ip65 ce,imported_from_live_site
QAT80LF-3-12/24-RAG-QZ24,Đèn tháp tiêu chuẩn/IP65,Flashing,3,DC12V-24V,RAG,QZ24,Pole,,,IP65,CE,QAT80LF-3-12/24-RAG-QZ24,P40,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,126,QAT80LF,DC12V-24V,RAG,IP65,,pl007 đèn tháp tiêu chuẩn/ip65 qat80l led steady/flashing qat80lf qat80lf-3-12/24-rag-qz24 flashing 3 dc12v-24v rag qz24 pole đèn tháp led 80mm ip65 flashing qat80lf-3-12/24-rag-qz24 p40 ip65 ce,imported_from_live_site
QAT80LF-BZ-3-12/24-RAG,Đèn tháp tiêu chuẩn/IP65,Flashing+Buzzer,3,DC12V-24V,RAG,,Pole,2-tone 95dB,,IP65,CE,QAT80LF-BZ-3-12/24-RAG,P40,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,127,QAT80LF-BZ,DC12V-24V,RAG,IP65,,pl007 đèn tháp tiêu chuẩn/ip65 qat80l led steady/flashing qat80lf-bz qat80lf-bz-3-12/24-rag flashing+buzzer 3 dc12v-24v rag pole 2-tone 95db đèn tháp led 80mm ip65 có còi flashing qat80lf-bz-3-12/24-rag p40 ip65 ce,imported_from_live_site
QAT80LF-BZ-3-12/24-RAG-LW24,Đèn tháp tiêu chuẩn/IP65,Flashing+Buzzer,3,DC12V-24V,RAG,LW24,Pole,2-tone 95dB,,IP65,CE,QAT80LF-BZ-3-12/24-RAG-LW24,P40,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,128,QAT80LF-BZ,DC12V-24V,RAG,IP65,,pl007 đèn tháp tiêu chuẩn/ip65 qat80l led steady/flashing qat80lf-bz qat80lf-bz-3-12/24-rag-lw24 flashing+buzzer 3 dc12v-24v rag lw24 pole 2-tone 95db đèn tháp led 80mm ip65 có còi flashing qat80lf-bz-3-12/24-rag-lw24 p40 ip65 ce,imported_from_live_site
QAT80LF-BZ-3-12/24-RAG-QZ24,Đèn tháp tiêu chuẩn/IP65,Flashing+Buzzer,3,DC12V-24V,RAG,QZ24,Pole,2-tone 95dB,,IP65,CE,QAT80LF-BZ-3-12/24-RAG-QZ24,P40,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,129,QAT80LF-BZ,DC12V-24V,RAG,IP65,,pl007 đèn tháp tiêu chuẩn/ip65 qat80l led steady/flashing qat80lf-bz qat80lf-bz-3-12/24-rag-qz24 flashing+buzzer 3 dc12v-24v rag qz24 pole 2-tone 95db đèn tháp led 80mm ip65 có còi flashing qat80lf-bz-3-12/24-rag-qz24 p40 ip65 ce,imported_from_live_site
QAT80ML-3-12/24-RAG,Đèn tháp tiêu chuẩn/IP65,Steady,3,DC12V-24V,RAG,,Direct,,,IP65,CE,QAT80ML-3-12/24-RAG,P41,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,130,QAT80ML,DC12V-24V,RAG,IP65,,pl008 đèn tháp tiêu chuẩn/ip65 qat80ml led steady/flashing qat80ml qat80ml-3-12/24-rag steady 3 dc12v-24v rag direct đèn tháp led 80mm trực tiếp ip65 steady qat80ml-3-12/24-rag p41 ip65 ce,imported_from_live_site
QAT80ML-BZ-3-12/24-RAG,Đèn tháp tiêu chuẩn/IP65,Steady+Buzzer,3,DC12V-24V,RAG,,Direct,2-tone 95dB,,IP65,CE,QAT80ML-BZ-3-12/24-RAG,P41,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,131,QAT80ML-BZ,DC12V-24V,RAG,IP65,,pl008 đèn tháp tiêu chuẩn/ip65 qat80ml led steady/flashing qat80ml-bz qat80ml-bz-3-12/24-rag steady+buzzer 3 dc12v-24v rag direct 2-tone 95db đèn tháp led 80mm trực tiếp ip65 có còi steady qat80ml-bz-3-12/24-rag p41 ip65 ce,imported_from_live_site
QAT80MLF-3-12/24-RAG,Đèn tháp tiêu chuẩn/IP65,Flashing,3,DC12V-24V,RAG,,Direct,,,IP65,CE,QAT80MLF-3-12/24-RAG,P41,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,132,QAT80MLF,DC12V-24V,RAG,IP65,,pl008 đèn tháp tiêu chuẩn/ip65 qat80ml led steady/flashing qat80mlf qat80mlf-3-12/24-rag flashing 3 dc12v-24v rag direct đèn tháp led 80mm trực tiếp ip65 flashing qat80mlf-3-12/24-rag p41 ip65 ce,imported_from_live_site
QAT80MLF-BZ-3-12/24-RAG,Đèn tháp tiêu chuẩn/IP65,Flashing+Buzzer,3,DC12V-24V,RAG,,Direct,2-tone 95dB,,IP65,CE,QAT80MLF-BZ-3-12/24-RAG,P41,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,133,QAT80MLF-BZ,DC12V-24V,RAG,IP65,,pl008 đèn tháp tiêu chuẩn/ip65 qat80ml led steady/flashing qat80mlf-bz qat80mlf-bz-3-12/24-rag flashing+buzzer 3 dc12v-24v rag direct 2-tone 95db đèn tháp led 80mm trực tiếp ip65 có còi flashing qat80mlf-bz-3-12/24-rag p41 ip65 ce,imported_from_live_site
QTA56L-3-24-RAG,Đèn tháp tiêu chuẩn/IP65,Standard,3,DC24V,RAG,,Pole,,,IP44/IP23(BZ),CE,QTA56L-3-24-RAG,P38,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,116,QTA56L,DC24V,RAG,IP44/IP23(BZ),,pl006 đèn tháp tiêu chuẩn/ip65 qta56l led steady tower light qta56l qta56l-3-24-rag standard 3 dc24v rag pole đèn tháp led trụ lục giác 3 tầng rag dc24v qta56l-3-24-rag p38 ip44/ip23(bz) ce,imported_from_live_site
QTA56L-BZ-3-24-RAG,Đèn tháp tiêu chuẩn/IP65,Buzzer,3,DC24V,RAG,,Pole,Buzzer 85dB,,IP44/IP23(BZ),CE,QTA56L-BZ-3-24-RAG,P38,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,117,QTA56L-BZ,DC24V,RAG,IP44/IP23(BZ),,pl006 đèn tháp tiêu chuẩn/ip65 qta56l led steady tower light qta56l-bz qta56l-bz-3-24-rag buzzer 3 dc24v rag pole buzzer 85db đèn tháp led trụ lục giác có còi 3 tầng rag dc24v qta56l-bz-3-24-rag p38 ip44/ip23(bz) ce,imported_from_live_site
ST45EL-3-24-RAG,Đèn tháp tiêu chuẩn/IP65,Extended,3,DC24V,RAG,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45EL-3-24-RAG,P27-28,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,271,ST45EL,DC24V,RAG,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45el st45el-3-24-rag extended 3 dc24v rag pole đèn tháp led 45mm co so 40mm 3 tầng st45el-3-24-rag p27-28 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-220-A,Đèn tháp tiêu chuẩn/IP65,Standard,1,AC220V,A,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-220-A,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,250,ST45L,AC220V,A,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-220-a standard 1 ac220v a pole đèn tháp led 45mm 1 tầng a ac220v st45l-1-220-a p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-220-A-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,1,AC220V,A,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-220-A-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,252,ST45L,AC220V,A,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-220-a-lw18 standard 1 ac220v a lw18 pole đèn tháp led 45mm 1 tầng a ac220v st45l-1-220-a-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-220-G,Đèn tháp tiêu chuẩn/IP65,Standard,1,AC220V,G,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-220-G,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,242,ST45L,AC220V,G,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-220-g standard 1 ac220v g pole đèn tháp led 45mm 1 tầng g ac220v st45l-1-220-g p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-220-G-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,1,AC220V,G,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-220-G-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,244,ST45L,AC220V,G,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-220-g-lw18 standard 1 ac220v g lw18 pole đèn tháp led 45mm 1 tầng g ac220v st45l-1-220-g-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-220-R,Đèn tháp tiêu chuẩn/IP65,Standard,1,AC220V,R,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-220-R,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,234,ST45L,AC220V,R,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-220-r standard 1 ac220v r pole đèn tháp led 45mm 1 tầng r ac220v st45l-1-220-r p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-220-R-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,1,AC220V,R,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-220-R-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,236,ST45L,AC220V,R,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-220-r-lw18 standard 1 ac220v r lw18 pole đèn tháp led 45mm 1 tầng r ac220v st45l-1-220-r-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-24-A,Đèn tháp tiêu chuẩn/IP65,Standard,1,DC24V,A,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-24-A,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,246,ST45L,DC24V,A,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-24-a standard 1 dc24v a pole đèn tháp led 45mm 1 tầng a dc24v st45l-1-24-a p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-24-A-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,1,DC24V,A,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-24-A-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,248,ST45L,DC24V,A,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-24-a-lw18 standard 1 dc24v a lw18 pole đèn tháp led 45mm 1 tầng a dc24v st45l-1-24-a-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-24-G,Đèn tháp tiêu chuẩn/IP65,Standard,1,DC24V,G,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-24-G,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,238,ST45L,DC24V,G,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-24-g standard 1 dc24v g pole đèn tháp led 45mm 1 tầng g dc24v st45l-1-24-g p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-24-G-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,1,DC24V,G,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-24-G-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,240,ST45L,DC24V,G,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-24-g-lw18 standard 1 dc24v g lw18 pole đèn tháp led 45mm 1 tầng g dc24v st45l-1-24-g-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-24-R,Đèn tháp tiêu chuẩn/IP65,Standard,1,DC24V,R,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-24-R,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,230,ST45L,DC24V,R,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-24-r standard 1 dc24v r pole đèn tháp led 45mm 1 tầng r dc24v st45l-1-24-r p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-1-24-R-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,1,DC24V,R,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-1-24-R-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,232,ST45L,DC24V,R,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-1-24-r-lw18 standard 1 dc24v r lw18 pole đèn tháp led 45mm 1 tầng r dc24v st45l-1-24-r-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-3-220-RAG,Đèn tháp tiêu chuẩn/IP65,Standard,3,AC220V,RAG,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-3-220-RAG,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,258,ST45L,AC220V,RAG,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-3-220-rag standard 3 ac220v rag pole đèn tháp led 45mm 3 tầng rag ac220v st45l-3-220-rag p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-3-220-RAG-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,3,AC220V,RAG,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-3-220-RAG-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,260,ST45L,AC220V,RAG,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-3-220-rag-lw18 standard 3 ac220v rag lw18 pole đèn tháp led 45mm 3 tầng rag ac220v st45l-3-220-rag-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-3-24-RAG,Đèn tháp tiêu chuẩn/IP65,Standard,3,DC24V,RAG,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-3-24-RAG,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,254,ST45L,DC24V,RAG,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-3-24-rag standard 3 dc24v rag pole đèn tháp led 45mm 3 tầng rag dc24v st45l-3-24-rag p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-3-24-RAG-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,3,DC24V,RAG,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-3-24-RAG-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,256,ST45L,DC24V,RAG,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-3-24-rag-lw18 standard 3 dc24v rag lw18 pole đèn tháp led 45mm 3 tầng rag dc24v st45l-3-24-rag-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-5-220-RAGBW,Đèn tháp tiêu chuẩn/IP65,Standard,5,AC220V,RAGBW,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-5-220-RAGBW,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,266,ST45L,AC220V,RAGBW,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-5-220-ragbw standard 5 ac220v ragbw pole đèn tháp led 45mm 5 tầng ragbw ac220v st45l-5-220-ragbw p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-5-220-RAGBW-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,5,AC220V,RAGBW,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-5-220-RAGBW-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,268,ST45L,AC220V,RAGBW,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-5-220-ragbw-lw18 standard 5 ac220v ragbw lw18 pole đèn tháp led 45mm 5 tầng ragbw ac220v st45l-5-220-ragbw-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-5-24-RAGBW,Đèn tháp tiêu chuẩn/IP65,Standard,5,DC24V,RAGBW,,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-5-24-RAGBW,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,262,ST45L,DC24V,RAGBW,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-5-24-ragbw standard 5 dc24v ragbw pole đèn tháp led 45mm 5 tầng ragbw dc24v st45l-5-24-ragbw p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-5-24-RAGBW-LW18,Đèn tháp tiêu chuẩn/IP65,Standard,5,DC24V,RAGBW,LW18,Pole,,,IP23(BZ)/IP44,"CE, UL",ST45L-5-24-RAGBW-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,264,ST45L,DC24V,RAGBW,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l st45l-5-24-ragbw-lw18 standard 5 dc24v ragbw lw18 pole đèn tháp led 45mm 5 tầng ragbw dc24v st45l-5-24-ragbw-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-BZ-1-220-A,Đèn tháp tiêu chuẩn/IP65,Buzzer,1,AC220V,A,,Pole,Buzzer 90dB,,IP23(BZ)/IP44,"CE, UL",ST45L-BZ-1-220-A,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,251,ST45L-BZ,AC220V,A,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l-bz st45l-bz-1-220-a buzzer 1 ac220v a pole buzzer 90db đèn tháp led 45mm có còi 1 tầng a ac220v st45l-bz-1-220-a p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-BZ-1-220-A-LW18,Đèn tháp tiêu chuẩn/IP65,Buzzer,1,AC220V,A,LW18,Pole,Buzzer 90dB,,IP23(BZ)/IP44,"CE, UL",ST45L-BZ-1-220-A-LW18,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,253,ST45L-BZ,AC220V,A,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l-bz st45l-bz-1-220-a-lw18 buzzer 1 ac220v a lw18 pole buzzer 90db đèn tháp led 45mm có còi 1 tầng a ac220v st45l-bz-1-220-a-lw18 p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
ST45L-BZ-1-220-G,Đèn tháp tiêu chuẩn/IP65,Buzzer,1,AC220V,G,,Pole,Buzzer 90dB,,IP23(BZ)/IP44,"CE, UL",ST45L-BZ-1-220-G,P48-49,https://qlight.vn/san-pham/den-thap-tin-hieu/,san-pham-den-thap-tin-hieu,"Đèn tháp tín hiệu Qlight | Signal Tower Lights, Modular, USB, Ethernet",Đèn tháp tín hiệu Qlight cho máy móc và dây chuyền công nghiệp,243,ST45L-BZ,AC220V,G,IP23(BZ)/IP44,,"pl012 đèn tháp tiêu chuẩn/ip65 st45 led steady/flashing st45l-bz st45l-bz-1-220-g buzzer 1 ac220v g pole buzzer 90db đèn tháp led 45mm có còi 1 tầng g ac220v st45l-bz-1-220-g p48-49 ip23(bz)/ip44 ce, ul",imported_from_live_site
